State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
900,3/8/2020,0.292,-6.03,-5.65,10.3,8.37,1.28,-32.6,9.84,11
2500,3/8/2020,3.04,-1.32,2.48,12.6,16,-15.9,-17.4,12.8,9.38
3400,3/8/2020,4.04,-1.46,5,11.1,14.8,4.5,-12.9,12.8,11.2
3600,3/8/2020,0.962,-4.93,-2.6,2.41,12.3,-1.27,-16.4,7.19,2.73
4400,3/8/2020,1.78,1.07,-11.7,7.74,15.6,10.5,-32.1,8.24,1.7
900,3/9/2020,-3.62,-7.18,-8.62,6.03,2.9,-3.84,-34.7,3.96,4.85
2500,3/9/2020,0.78,-3.54,-1.08,5.45,13.7,-9.41,-21.2,9.34,4.78
3400,3/9/2020,1.65,-2.23,0.925,8.96,14.8,0.56,-15.6,11.7,9.03
3600,3/9/2020,-0.831,-6.41,-3.72,0.511,12.1,-4.21,-19.5,6.26,1.28
4400,3/9/2020,-5.68,-2.7,-19.6,-10.4,6.36,11.5,-42.2,-3.76,-12.6
900,3/10/2020,-2.29,-7.15,-12.4,10.7,11.3,-6.07,-38.1,10.7,10.4
2500,3/10/2020,1.92,-4.67,-5.75,9,19.7,-8.45,-22.9,14.6,9.35
3400,3/10/2020,1.68,-2.88,0.322,11.1,20.7,-0.0722,-21.5,15.5,11.1
3600,3/10/2020,-1.66,-5.47,-7.81,0.736,15.6,-5.45,-24.4,8.17,1.88
4400,3/10/2020,-0.875,19.5,-45.1,-10.4,14,18.3,-45.9,-0.958,-14.3
900,3/11/2020,-3.09,-7.98,-13.8,8.4,13.3,-13.2,-36.3,11,9.36
2500,3/11/2020,-0.0399,-6.24,-7.4,7.04,20.3,-11.4,-25.7,13.4,6.24
3400,3/11/2020,0.797,-3.84,-4.05,10.3,22.2,-2.2,-24.3,15.3,9.43
3600,3/11/2020,-1.76,-5.81,-11.7,0.0747,18.4,-6.23,-25,9.13,1.27
4400,3/11/2020,0.0924,16.8,-43.8,1.06,13.4,-5.17,-36.2,2.37,-7.08
900,3/12/2020,-0.904,-7.43,-17.2,13.3,28.2,-14.3,-38.5,19.2,12.4
2500,3/12/2020,2.2,-9.17,-18.5,9.65,35.9,-11.7,-31.1,22.5,8.13
3400,3/12/2020,2,-5.18,-7.29,11.5,33.9,-4,-25.3,20.2,8.33
3600,3/12/2020,-0.426,-7.85,-14.2,2.58,30.6,-3.65,-26,15.7,2.79
4400,3/12/2020,0.977,12.5,-34.8,12,24.5,-15.2,-39.7,20.6,17.8
900,3/13/2020,0.515,-9.69,-21.4,15.7,44.6,-13.2,-40.2,26.4,12.6
2500,3/13/2020,3.65,-13.9,-26.1,8.85,51.9,-9.68,-33.1,30.7,7.92
3400,3/13/2020,3.27,-7.45,-12,11,48.6,-5.16,-28.3,27.1,8.2
3600,3/13/2020,1.17,-9.9,-18.2,4.38,45.2,-6.65,-29.5,22.8,3.47
4400,3/13/2020,0.304,7.39,-53.1,19,48.1,-15.4,-43.6,35.6,22.5
900,3/14/2020,-0.99,-16.1,-25.4,8.65,49.2,-13.9,-41.4,25.1,7.12
2500,3/14/2020,2.27,-20.1,-31.2,3.08,55.9,-5.59,-33.2,30.5,3.2
3400,3/14/2020,1.91,-13.4,-15.8,6.58,52.6,-6.95,-33.6,27.3,5.01
3600,3/14/2020,0.666,-15.7,-22.4,2.28,52.5,-7.07,-33,25,1.29
4400,3/14/2020,-4.2,0.967,-63.7,17.5,56.1,-21.9,-27.5,38.7,20.1
900,3/15/2020,-0.744,-22,-28.7,5.68,54.2,-12.7,-43.9,26.6,6.25
2500,3/15/2020,-0.526,-25.5,-37.3,-2.28,55,-4.13,-37.9,28.4,0.006
3400,3/15/2020,-0.654,-19.4,-23.8,1,53.9,-9.35,-37.4,24.9,-0.141
3600,3/15/2020,-0.734,-21.3,-26.8,-0.38,56.1,-8.13,-37,26,-0.041
4400,3/15/2020,-6.98,-12.6,-60.3,19.6,59.8,-9.69,-21.4,38.8,17
900,3/16/2020,0.343,-25.7,-34.5,5.19,69.6,-13.2,-50,33.6,7.13
2500,3/16/2020,-0.336,-28.8,-42.6,-2.98,64.2,-14.1,-40.8,33.4,0.345
3400,3/16/2020,0.606,-22.6,-26.9,0.738,66.7,-12.1,-43.1,30.5,-0.759
3600,3/16/2020,0.822,-24.2,-31.7,-0.696,68.6,-13.5,-39.3,32.5,0.886
4400,3/16/2020,-2.61,-17.6,-63.1,34.4,76.2,-14.5,-8.98,55.6,33.4
900,3/17/2020,-2.5,-30.6,-36.9,0.439,72,-19.3,-55.4,31.7,2.53
2500,3/17/2020,-2.93,-33.6,-43.7,-8.53,65.4,-20.7,-44.4,31.4,-4.87
3400,3/17/2020,-1.17,-27.9,-29.2,-4.11,68.2,-18.2,-47.2,29.4,-4
3600,3/17/2020,-0.213,-29.5,-34.5,-4.51,75.2,-19.6,-43.8,34,-1.91
4400,3/17/2020,-5.59,-25.7,-64,31.8,81,-19.3,-9.74,58.9,34.9
900,3/18/2020,-4.76,-36.4,-41.5,-3.45,74.4,-25,-59.4,30.6,-0.944
2500,3/18/2020,-5.4,-38.4,-48.7,-11.7,64.9,-24.9,-50.2,30.6,-5.74
3400,3/18/2020,-2.42,-32.7,-31.9,-8.46,70,-23.5,-50.7,28.9,-6.27
3600,3/18/2020,-2.06,-35.1,-40.6,-9.11,77.5,-26.2,-48.5,33.6,-4.53
4400,3/18/2020,-8.98,-35.7,-67.4,15,79.4,-24.1,-15,49.7,19.4
900,3/19/2020,-8.64,-41.9,-49.3,-12,68,-31,-61.8,23.7,-7.27
2500,3/19/2020,-9.93,-43.7,-48.4,-18,56.3,-31,-54.6,22.8,-11.9
3400,3/19/2020,-6.11,-38.4,-33.4,-15.2,64.5,-33.2,-55.3,24.4,-9.76
3600,3/19/2020,-5.92,-41.1,-46.2,-16.6,70.3,-34.3,-54.5,27.4,-9.32
4400,3/19/2020,-10.5,-40.2,-73.6,-1.1,77.5,-28.9,-20.7,41.6,6.1
900,3/20/2020,-12,-49.6,-54.5,-19.2,65.2,-36.5,-66,19.6,-11.6
2500,3/20/2020,-13.4,-50.5,-50.1,-20.4,53.4,-35.5,-58.9,20.4,-14
3400,3/20/2020,-9.37,-45.2,-37.9,-20.7,62,-38,-59,21.2,-13.3
3600,3/20/2020,-9.22,-47,-52.5,-22.3,65.1,-38.3,-59.1,23.4,-12.2
4400,3/20/2020,-15.6,-47.9,-71.9,-11.2,67.5,-33.6,-10.4,29.8,-4.27
900,3/21/2020,-14.4,-56.8,-58.4,-21.5,63.5,-36,-69.2,17,-14.9
2500,3/21/2020,-17.2,-57.7,-52.8,-24.6,49.9,-36,-63.8,18.6,-14.7
3400,3/21/2020,-11.8,-52.6,-44.5,-26.4,64.3,-39.6,-61.2,20.1,-17.2
3600,3/21/2020,-13.3,-54.8,-58.5,-28.6,59,-40.5,-64.8,18.5,-16.2
4400,3/21/2020,-15.8,-58.6,-68.8,-7.75,64,-38.4,-53.4,28.3,-3.65
900,3/22/2020,-16.8,-62.1,-61.3,-25,61.1,-37.3,-71.2,13.3,-18.7
2500,3/22/2020,-18.9,-62.5,-54.2,-26.8,46.8,-37.3,-67.4,15.8,-16.9
3400,3/22/2020,-15.1,-59.4,-46.8,-31.1,57.1,-39.8,-64.4,14.6,-21.2
3600,3/22/2020,-15.5,-60,-63.7,-32.5,53.4,-40.7,-67.9,14.4,-19.1
4400,3/22/2020,-21.3,-66.7,-78.7,-6.41,54.5,-43.2,-61.6,24.7,-3.9
900,3/23/2020,-22.1,-67.3,-61.6,-30.7,47.9,-46.6,-72.4,5.05,-23.3
2500,3/23/2020,-22.1,-66.1,-56.7,-29.8,40.2,-43.3,-70.2,11.3,-19.6
3400,3/23/2020,-20.9,-63.7,-49.5,-36.8,41.8,-48.1,-65.8,4.82,-26.1
3600,3/23/2020,-21.5,-63.4,-68,-38.6,39.4,-48.1,-71.6,4.65,-24.7
4400,3/23/2020,-27.9,-70.6,-81.4,-25.5,40.9,-49.4,-66.9,9.53,-20.6
900,3/24/2020,-24.5,-69.4,-64.2,-33.2,40.6,-50.6,-71.8,1.21,-25.1
2500,3/24/2020,-25.6,-67.6,-62.1,-32.1,33.8,-47.2,-74,7,-21.4
3400,3/24/2020,-23.9,-65.2,-54.3,-39.4,36.2,-53.5,-67.7,0.585,-29.1
3600,3/24/2020,-25.1,-65.8,-72.8,-41.1,31.2,-54.5,-74.1,-0.363,-27.1
4400,3/24/2020,-31.5,-72.3,-80.5,-28.8,34.3,-55.5,-72.2,3.34,-26.2
900,3/25/2020,-26.5,-70.2,-65.7,-35,34.7,-50.8,-73.6,-2.34,-27
2500,3/25/2020,-28.6,-68.9,-66.6,-34.8,30.2,-53.1,-75.8,2.22,-26.9
3400,3/25/2020,-26.7,-66,-57.4,-41.8,31.2,-56.5,-68.9,-3.46,-32.3
3600,3/25/2020,-28,-67,-73.3,-42.7,25,-57.7,-76.2,-4.75,-29.9
4400,3/25/2020,-33.7,-72.7,-79.6,-30.3,26.3,-61.6,-79.9,-1.67,-28.7
900,3/26/2020,-28.7,-70.7,-63.7,-35.7,29.8,-52.6,-75.1,-5.2,-28.4
2500,3/26/2020,-31.5,-68.9,-67.5,-36.9,25.5,-57.3,-77.9,-1.55,-29.3
3400,3/26/2020,-28.8,-66.8,-59.9,-43.4,25.8,-58.7,-71,-6.73,-33.8
3600,3/26/2020,-29.9,-67.4,-73.5,-43.7,20.7,-61.1,-78.4,-7.92,-32.1
4400,3/26/2020,-35.4,-74.9,-59,-30.6,19.2,-67.8,-84.9,-7.52,-32.8
900,3/27/2020,-32.1,-70.7,-65.4,-38.3,17.1,-55.6,-76.5,-12,-31.3
2500,3/27/2020,-36,-68.9,-69.3,-41.8,11.7,-54.4,-79.8,-11.7,-35
3400,3/27/2020,-32.3,-67.2,-61.9,-45.3,13.2,-61.4,-72.6,-13.6,-35.8
3600,3/27/2020,-33.5,-68.5,-74.7,-46.1,10.3,-64.1,-79,-13.9,-34.5
4400,3/27/2020,-40,-75.8,-35.1,-35.6,5.64,-73.9,-86.1,-15.9,-36.6
900,3/28/2020,-34.9,-70.6,-68.4,-41.7,14,-56.7,-78.8,-16,-35.6
2500,3/28/2020,-37.7,-68.5,-72.3,-44.6,8.69,-56.1,-81.5,-16.2,-40
3400,3/28/2020,-35.5,-67.6,-62.9,-47,4.14,-62.4,-72.9,-20,-39.9
3600,3/28/2020,-35.1,-68.2,-75,-47,7.18,-64.6,-79.1,-16.7,-36.9
4400,3/28/2020,-42.9,-74.9,-40.4,-44.3,1.45,-80,-88.7,-22.2,-42.9
900,3/29/2020,-36.8,-71.1,-69.7,-42,10.2,-56.6,-79.4,-17.9,-36.6
2500,3/29/2020,-38.8,-68.7,-73.3,-44.8,7.1,-56.6,-83.9,-17.3,-40.8
3400,3/29/2020,-35.6,-67.5,-63,-46.7,5.97,-62.2,-72.1,-19.1,-39.9
3600,3/29/2020,-36.3,-68.3,-74.3,-47.9,6.31,-65.7,-79.8,-18.4,-39
4400,3/29/2020,-42.8,-75.3,-28.3,-45.7,7.67,-86.1,-89.8,-20.6,-44.9
900,3/30/2020,-36.7,-70.9,-72.4,-41.4,13.3,-57,-79.3,-17.1,-36.9
2500,3/30/2020,-39.9,-68.5,-74.8,-44.8,5.55,-58.9,-85.4,-19,-42.3
3400,3/30/2020,-34.2,-66.9,-62.7,-45.2,10.7,-62.1,-72.7,-16.4,-38.6
3600,3/30/2020,-35.4,-68.5,-73.1,-46.2,9.26,-65.5,-80.2,-16,-37.2
4400,3/30/2020,-39.7,-74.4,-25.3,-44.5,10.5,-82.9,-80.4,-14.8,-36.7
900,3/31/2020,-36.6,-70.4,-70.1,-41.2,15,-58.4,-81.3,-16.4,-36.8
2500,3/31/2020,-38.8,-68.1,-75.1,-43.7,8.29,-57.8,-84.6,-18,-42.6
3400,3/31/2020,-33.2,-66.8,-63.3,-44.2,12.3,-61.6,-73.2,-15,-37.6
3600,3/31/2020,-34.7,-68.4,-72.3,-45.6,10.1,-65.1,-80.3,-15.1,-36.2
4400,3/31/2020,-38.2,-74.1,-41,-41.1,7.65,-79.6,-71.9,-17,-38.1
900,4/1/2020,-36.8,-70.4,-69.9,-40.6,16,-60.6,-80.9,-16.1,-36.8
2500,4/1/2020,-37.2,-67.7,-69.9,-42.3,10.3,-56.3,-81.8,-15.5,-40
3400,4/1/2020,-32.5,-66.7,-65,-43,14.3,-61.7,-71.7,-13.4,-36.3
3600,4/1/2020,-33.6,-67.9,-70.1,-44.5,11.4,-64.3,-77.9,-13.7,-34.7
4400,4/1/2020,-41.2,-73.6,-47.4,-41.7,9.87,-76.4,-70.3,-16.2,-37.5
900,4/2/2020,-36.3,-70.3,-69.7,-40.2,18.8,-58.6,-80.8,-14.8,-36.6
2500,4/2/2020,-36.2,-68.3,-68.7,-40.5,13.1,-55.8,-81,-13.4,-38.6
3400,4/2/2020,-31.5,-66.1,-66.2,-41.9,16.4,-62,-71.6,-11.7,-34.9
3600,4/2/2020,-33.4,-67.7,-71.4,-43.7,12.9,-64.6,-76.7,-12.2,-33.2
4400,4/2/2020,-43.5,-73.4,-53.7,-44.1,12.2,-73.1,-70,-16.5,-39.8
900,4/3/2020,-36.1,-70.3,-69.1,-40.2,20.1,-59.7,-80.2,-14.4,-36.6
2500,4/3/2020,-34.5,-67.9,-68.1,-39.3,16.6,-60.1,-79.5,-10.2,-36.1
3400,4/3/2020,-30.4,-65.4,-65.8,-40.9,18.9,-62.4,-69.8,-10.4,-34.4
3600,4/3/2020,-32.3,-67.4,-71.5,-42.7,14.8,-64,-76.7,-11.3,-33.1
4400,4/3/2020,-41.1,-74,-60,-44.1,18.6,-69.9,-68.3,-13.8,-39.5
900,4/4/2020,-35.8,-70.3,-67.5,-40.8,19.1,-58.8,-80.4,-14.9,-36.8
2500,4/4/2020,-33.7,-67.9,-68,-37.8,18.7,-61.6,-78.7,-7.27,-33.1
3400,4/4/2020,-29.8,-64.5,-65.7,-40.8,19.2,-62.9,-70,-9.93,-33.7
3600,4/4/2020,-32.2,-67.1,-73,-42.9,15.3,-64.7,-77.3,-10.9,-32.5
4400,4/4/2020,-40.6,-74,-66.4,-44.4,20.6,-66.6,-66.9,-11.9,-38.6
900,4/5/2020,-34.6,-69.3,-67.2,-40.9,21.8,-58.9,-79.6,-14.3,-36.9
2500,4/5/2020,-33,-68.1,-68.8,-38,20.7,-62.3,-76.5,-6.19,-32.7
3400,4/5/2020,-29,-63.4,-66.3,-39.7,20.1,-62.7,-70.5,-8.75,-32.3
3600,4/5/2020,-31.6,-67.1,-73,-41.7,16.4,-63.8,-77.4,-9.61,-31
4400,4/5/2020,-39.5,-72.8,-72.7,-43.7,17.4,-63.4,-65.9,-13.2,-37.2
900,4/6/2020,-34,-68.6,-66.2,-41.5,21.8,-59.5,-79.3,-14.9,-37.5
2500,4/6/2020,-32.6,-67.9,-69.3,-37.1,22.2,-59,-75.9,-4.61,-30.8
3400,4/6/2020,-28.8,-63.4,-64.8,-39.5,20.6,-62.3,-70.4,-7.9,-31
3600,4/6/2020,-31.5,-67,-73.1,-41.3,16.9,-64.4,-77.8,-9.38,-30.9
4400,4/6/2020,-42.8,-72.7,-72.9,-42.8,13.7,-57.7,-75.8,-18.5,-43.9
900,4/7/2020,-34.3,-69.4,-68.1,-41.1,23.2,-59.2,-79.2,-14.7,-37.7
2500,4/7/2020,-32.3,-68.2,-69,-36.5,22.1,-61,-76.6,-3.66,-29
3400,4/7/2020,-28.9,-63.5,-65.1,-38.6,21.3,-62.2,-71.2,-7.52,-30.7
3600,4/7/2020,-31.3,-66.4,-73.2,-40.5,17.6,-64.9,-78,-8.9,-30.5
4400,4/7/2020,-43.5,-72,-72.6,-49.2,14.4,-58.9,-81.7,-18.8,-44.6
900,4/8/2020,-33.8,-69.3,-69.7,-40.9,25,-60.8,-80.6,-13,-36.4
2500,4/8/2020,-31.6,-68,-73.9,-34.8,23.5,-61.7,-78.3,-1.98,-27.5
3400,4/8/2020,-28.7,-63.1,-63.5,-37.5,22.3,-63.4,-74.1,-6.29,-29.4
3600,4/8/2020,-31.3,-66.6,-76.1,-40.2,18.3,-65.4,-79.9,-8.55,-30.4
4400,4/8/2020,-44,-72.3,-72.5,-45.8,19.6,-61.6,-86.5,-24.1,-50.8
900,4/9/2020,-33.8,-69.7,-70.1,-40.3,26.4,-62.9,-82,-11.9,-35.5
2500,4/9/2020,-31.2,-67.4,-78.2,-35,24.7,-60.7,-78.6,-0.35,-25.8
3400,4/9/2020,-28.6,-62.8,-60.8,-36.9,23.1,-64.8,-74.7,-5.6,-28.9
3600,4/9/2020,-30.7,-66.1,-75.7,-39.7,19.8,-65.6,-80.6,-7.89,-30.4
4400,4/9/2020,-42.1,-72.6,-72.4,-42.5,14.7,-71,-86.3,-22.5,-45.9
900,4/10/2020,-33.3,-70,-70.3,-38,30.5,-63,-82.5,-9.08,-33.5
2500,4/10/2020,-30.2,-66.9,-80,-34.9,28.8,-61.6,-80.2,2.58,-23.7
3400,4/10/2020,-28.8,-62.7,-61.1,-37,25.2,-65.2,-76.9,-4.43,-28.6
3600,4/10/2020,-31,-66.1,-76.8,-39.3,22.4,-66.9,-81.5,-6.68,-30.2
4400,4/10/2020,-39.9,-70.9,-72.3,-40.8,19.7,-74.4,-91.3,-18.3,-41.4
900,4/11/2020,-32.9,-69.8,-70.5,-36.9,33.5,-62.8,-82.4,-6.77,-31.8
2500,4/11/2020,-29.3,-66.5,-81.3,-34.5,32.3,-57.1,-80.8,4.56,-23.2
3400,4/11/2020,-28.4,-62.2,-59.6,-35.9,26.9,-65.2,-77.1,-2.88,-27.4
3600,4/11/2020,-30.6,-66,-75.7,-38.4,24.3,-66.9,-81.6,-5.62,-29.9
4400,4/11/2020,-39.6,-70.3,-72.2,-38.2,18.7,-76.8,-91.6,-16.7,-38.7
900,4/12/2020,-35.6,-70.9,-71,-41.2,24.5,-63.3,-83.3,-12.3,-35.3
2500,4/12/2020,-32,-67.5,-82.3,-38.1,23.3,-58.4,-80.7,-2.03,-26.9
3400,4/12/2020,-30.9,-63.5,-58.8,-39.7,18,-65.3,-78.1,-8.95,-31.2
3600,4/12/2020,-32.9,-66.5,-76.9,-41.6,15.5,-67.6,-81.6,-11.8,-34
4400,4/12/2020,-43.1,-70.9,-72.1,-40.8,11.2,-79.1,-91.8,-20.5,-40.1
900,4/13/2020,-37.2,-72.2,-72.8,-41.3,20,-64.2,-84.6,-13.4,-34.6
2500,4/13/2020,-32.7,-67.8,-81.6,-39.4,20.7,-61.6,-80.6,-3.29,-27.2
3400,4/13/2020,-32,-63.9,-59.8,-40.2,13.6,-67.1,-78.7,-11,-31.6
3600,4/13/2020,-33.5,-66.5,-78,-42.2,12.8,-67.6,-81.5,-13.2,-34.3
4400,4/13/2020,-42.8,-70.8,-72.7,-44.2,6.03,-78.4,-89.9,-22.2,-39.7
900,4/14/2020,-36.6,-71.4,-74.4,-40.6,21.7,-64.5,-84.4,-12.3,-33.9
2500,4/14/2020,-32,-67.3,-79.6,-38.6,23.6,-61.1,-80.7,-1.59,-26.3
3400,4/14/2020,-31.3,-63.3,-58.4,-39.5,14.6,-66.4,-78.4,-9.32,-29.6
3600,4/14/2020,-33,-66.6,-78.3,-41.6,13.7,-66.5,-81.5,-11.9,-32.9
4400,4/14/2020,-42.8,-71.8,-72.4,-39.1,6.24,-77.8,-88,-20.5,-37.2
900,4/15/2020,-35.5,-71.1,-74.2,-38.7,22.9,-59.6,-83.4,-11.3,-32.5
2500,4/15/2020,-31.7,-67.3,-77.1,-39.6,24.3,-58.4,-82.9,-1.47,-26
3400,4/15/2020,-29.5,-62.6,-57.1,-37.3,15.5,-62.6,-76.6,-7.34,-26.6
3600,4/15/2020,-30.5,-65.4,-77,-38.9,15.4,-63.8,-81.5,-8.94,-28.9
4400,4/15/2020,-42.2,-72.5,-80.8,-38.1,1.23,-77.2,-86,-12,-23.6
900,4/16/2020,-34.3,-71.1,-75.7,-37.6,21,-55.9,-80.9,-11.5,-31.6
2500,4/16/2020,-31,-67,-74.9,-37.9,22.7,-55.9,-83.8,-1.34,-24
3400,4/16/2020,-28.1,-62.4,-58.7,-35.4,14.7,-60.3,-76.2,-6.16,-23.7
3600,4/16/2020,-29.3,-65.2,-75.6,-36.6,14.8,-62.7,-81.2,-7.47,-25.8
4400,4/16/2020,-41.4,-70.8,-81.3,-41.9,4.21,-76.6,-84.1,-10.7,-23.2
900,4/17/2020,-33.4,-70.9,-74.8,-37.8,17.2,-53.2,-80.7,-11.9,-30
2500,4/17/2020,-31.3,-66.8,-75.5,-36.3,18.7,-55.1,-84.5,-3.79,-25
3400,4/17/2020,-26.6,-61.8,-57.8,-33.5,11.6,-58,-75.8,-5.85,-20.7
3600,4/17/2020,-27.9,-64.6,-74.6,-34.8,11.7,-61.2,-80.5,-6.77,-22.3
4400,4/17/2020,-40.6,-71.8,-81.6,-37.9,1.93,-75.9,-82.2,-7.4,-16.3
900,4/18/2020,-33.1,-71,-76.2,-37,12.1,-54.1,-80.2,-13.1,-29.4
2500,4/18/2020,-32.5,-66.9,-76,-36.8,10.7,-58.8,-84.5,-8.54,-26.7
3400,4/18/2020,-26,-61.5,-59.6,-32.8,7.56,-57.2,-74.8,-6.61,-19.1
3600,4/18/2020,-27.1,-64,-75.3,-33.6,7.88,-60,-80.2,-7.05,-20
4400,4/18/2020,-41.6,-72.4,-81.5,-40.3,-3.7,-75.3,-80.3,-10.6,-16.8
900,4/19/2020,-31.4,-70.1,-75.8,-35.4,12.5,-51.9,-79.3,-10.8,-26.5
2500,4/19/2020,-30,-64.7,-74.5,-34.6,12.9,-56.8,-85.4,-5.04,-23
3400,4/19/2020,-23.4,-59.9,-60.2,-30.8,9.1,-55.6,-73,-3.83,-15.7
3600,4/19/2020,-24.6,-62.8,-75.3,-32.3,9.41,-59,-80,-4.01,-16.2
4400,4/19/2020,-38.8,-71.4,-83.6,-40.9,-0.176,-74.7,-78.4,-8.02,-15.6
900,4/20/2020,-29.7,-69,-75.1,-34.6,12,-48.1,-78.7,-9.97,-25.4
2500,4/20/2020,-29.9,-63.3,-73.6,-35.9,6.5,-54.2,-86.3,-7.78,-22.9
3400,4/20/2020,-22.2,-58.8,-60,-30.2,6.79,-52.2,-72.8,-4.29,-14.7
3600,4/20/2020,-23.3,-61.4,-73.7,-31,5.97,-56.7,-80.2,-4.43,-14.3
4400,4/20/2020,-35.9,-69.6,-80.2,-36.9,-1.23,-74,-64.1,-5.27,-9.22
900,4/21/2020,-27.3,-68.6,-71.6,-29.4,18.8,-45.8,-79.6,-4.57,-20.7
2500,4/21/2020,-26.6,-62.3,-74.2,-30.1,16.1,-54.4,-85.3,0.622,-15.4
3400,4/21/2020,-19,-58.4,-60,-23.9,13.9,-52.2,-72.4,2.15,-8.62
3600,4/21/2020,-20.2,-60.5,-72.9,-25.2,12.9,-56.3,-80.1,1.92,-8.26
4400,4/21/2020,-32.8,-68.8,-78.1,-36,6.36,-73.4,-63.9,0.978,-4.31
900,4/22/2020,-27.7,-68.3,-70.6,-29.7,17.9,-51.4,-78.2,-5.08,-20.8
2500,4/22/2020,-26.5,-61.6,-75.9,-27.8,14.8,-53.8,-84.6,0.42,-14.9
3400,4/22/2020,-19,-58.8,-61.4,-25.6,14.8,-51.7,-72.6,1.51,-10.2
3600,4/22/2020,-21.5,-61,-74.7,-26.4,12.2,-59,-80.6,0.411,-10.2
4400,4/22/2020,-27.6,-66.8,-76,-37.8,10.2,-72.7,-62.7,6.13,2.49
900,4/23/2020,-29,-67.5,-71.5,-31.5,16,-57.1,-80.9,-6.44,-21.8
2500,4/23/2020,-26.8,-61.1,-74.3,-27.5,13.3,-53.4,-82.8,0.0236,-14.3
3400,4/23/2020,-20,-59.8,-61.6,-26.8,15.8,-52.2,-72.8,0.595,-12.3
3600,4/23/2020,-22.2,-61.3,-77.4,-28,12.2,-58.6,-81.3,-0.547,-11.7
4400,4/23/2020,-26.2,-66.5,-73.8,-31.2,7.36,-72.1,-64.7,3.3,-0.283
900,4/24/2020,-29.6,-66.4,-70.2,-31.8,14.9,-60.8,-81.5,-8.05,-23.5
2500,4/24/2020,-27.1,-61.1,-72,-27.6,12.3,-56.1,-80.5,-0.898,-14.9
3400,4/24/2020,-21.4,-60.7,-62.2,-28,15.9,-52.1,-72.9,-1.09,-15
3600,4/24/2020,-22.8,-61.7,-77.8,-29.3,12.5,-57.8,-81.2,-1.62,-13.6
4400,4/24/2020,-28,-64.2,-72.1,-34.5,2.77,-71.4,-65.5,-2.17,-6.11
900,4/25/2020,-29.8,-64.4,-67.2,-33.7,15.7,-60.7,-82.4,-9.11,-24.9
2500,4/25/2020,-25.6,-57,-71.4,-27.2,15.2,-55.9,-79,1.36,-12.9
3400,4/25/2020,-21.4,-60.5,-62.1,-28.6,19.9,-52.9,-73.7,0.238,-15.3
3600,4/25/2020,-22.9,-61.1,-76.6,-30.1,14.1,-58.1,-80.9,-1.79,-14.7
4400,4/25/2020,-25.5,-61,-69.8,-30.2,3.44,-70.8,-69.4,-0.0949,-2.98
900,4/26/2020,-29.5,-63.6,-68.1,-30.4,24.1,-63.4,-82.2,-5.25,-23.3
2500,4/26/2020,-24.8,-56.8,-71.5,-23.1,22.3,-57,-79.5,5.65,-10.9
3400,4/26/2020,-21.3,-60.8,-62.2,-25.5,29.2,-53.9,-74.7,4.52,-14.1
3600,4/26/2020,-22.7,-60.6,-75.8,-26.9,21.6,-58.9,-81.7,2.11,-13.3
4400,4/26/2020,-22.6,-61.1,-67.5,-26.5,8.06,-70.1,-71.1,1.39,-3.98
900,4/27/2020,-28.9,-63.5,-68.1,-28.3,31.3,-64.9,-81.9,-2.41,-22.1
2500,4/27/2020,-23.4,-57.7,-71.4,-17.8,33,-56.8,-78.9,11.4,-8.88
3400,4/27/2020,-20.1,-60.8,-62,-22.5,39.8,-54.6,-74.5,9.58,-12.2
3600,4/27/2020,-21.7,-60.4,-75.9,-25.1,30.4,-59.1,-81.2,6.3,-12
4400,4/27/2020,-23.2,-61.8,-67.9,-28.6,16.9,-70.5,-70.6,0.747,-12.2
900,4/28/2020,-30,-63.8,-70.2,-32.9,20.2,-65.1,-81.5,-7.59,-24.2
2500,4/28/2020,-25.8,-58.7,-72,-23.5,18.2,-55,-79.4,1.74,-14.6
3400,4/28/2020,-22.3,-61,-62.7,-27.9,29.5,-54.8,-75.2,2.68,-16.9
3600,4/28/2020,-23.8,-61,-76.7,-29.6,20.8,-59.8,-81.3,-0.337,-16.6
4400,4/28/2020,-23.2,-61.8,-68.9,-28.4,6.39,-70.9,-72.4,-2.77,-10.4
900,4/29/2020,-28.7,-63.8,-68.5,-31.9,20.6,-62.5,-82.4,-5.99,-22.2
2500,4/29/2020,-25.3,-58,-70.7,-21.1,19.8,-58.8,-78.9,4.04,-11.4
3400,4/29/2020,-22.1,-60.5,-61.3,-25.8,28.3,-55.8,-75.4,3.27,-15.5
3600,4/29/2020,-22.8,-60.4,-75.8,-27.8,21.2,-58.3,-80.8,1.14,-14.6
4400,4/29/2020,-23.8,-62.4,-69.7,-24.2,1.59,-71.2,-72.1,-6.84,-14.1
900,4/30/2020,-27,-63.9,-65.9,-28.6,23.3,-60.8,-81,-2.77,-19.1
2500,4/30/2020,-24,-57.7,-72.3,-20.1,21.4,-61.2,-80,4.88,-11.3
