State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
2500,12/1/2021,8.68,-3.35,5.03,21.5,-4.06,6.97,-14.4,9.02,19
3400,12/1/2021,14.6,10.6,18,31.3,1.39,1.16,-3.55,18.5,30.5
3600,12/1/2021,11.1,8.13,-1.85,23.3,0.922,7.1,-6.45,15.2,23.5
4400,12/1/2021,1.32,-13.2,-40,-0.0631,-10.6,8.18,38.1,0.235,8.3
900,12/2/2021,9.49,10.3,-2.08,16.9,5.35,4.42,-20,13.6,18.1
2500,12/2/2021,11.4,-3.26,4.11,26.9,6.94,18.7,-20.4,17.5,23.9
3400,12/2/2021,15.4,10.1,15.1,33.7,7.56,4,-8.71,22.8,32.5
3600,12/2/2021,13,7.34,-1.22,24.6,6.83,7.14,-11.6,18.2,23.6
4400,12/2/2021,6.48,-6.99,-42.5,4.46,3.05,9.06,17.9,8.91,11.7
900,12/3/2021,10.5,12.4,-3.2,10.9,11.5,11.9,-13.6,11.3,11.4
2500,12/3/2021,17.2,3.03,18.6,20.8,15.1,35.7,-15.2,19.1,20.8
3400,12/3/2021,17.2,13,23.7,23.1,10.7,14,-2.87,18.3,23.2
3600,12/3/2021,13.6,9.73,-0.95,17.2,8.76,13.3,-10.4,15.2,18.2
4400,12/3/2021,13.8,-9.81,-36.1,1.98,8.53,9.95,37.7,9.92,11.5
900,12/4/2021,12.7,13.4,1.98,11.2,13,18.5,-15.8,12.5,12.6
2500,12/4/2021,19.5,2.14,27.9,24.1,16.7,48.5,-14.9,22,25.4
3400,12/4/2021,18.6,12.3,28.4,23.9,10,19.8,-2.05,18.8,24.8
3600,12/4/2021,14.6,8.2,3.68,19,8.18,14.9,-12.1,16.2,20.7
4400,12/4/2021,15.9,-6.92,-34.1,-0.754,7.29,10.8,92.2,6.31,6.84
900,12/5/2021,13.1,14.3,4.83,7.44,19.1,23.2,-20.5,13.1,10.4
2500,12/5/2021,20.8,4.86,34.8,25,22.2,49.7,-13,24.4,25.8
3400,12/5/2021,19.9,13.8,33.1,21.4,14.6,24.9,0.0226,20.4,25
3600,12/5/2021,15.4,9.73,5.43,15.5,12.2,15.9,-12,15.8,18
4400,12/5/2021,14.8,-2.88,-34.8,-4.43,14.1,11.7,66.3,4.74,0.307
900,12/6/2021,11.3,16.4,4.76,1.21,20.4,28.4,-25.1,9.45,4.3
2500,12/6/2021,19.3,7.14,29.6,16.6,22.7,50.6,-15.7,21.1,19.2
3400,12/6/2021,18.2,17.2,31.2,15.3,16.9,23,0.325,17.4,18.5
3600,12/6/2021,13.5,11.1,2.29,9.96,13.9,15.4,-15.5,13,12.3
4400,12/6/2021,15.1,-3.87,-35.4,-9.77,13,38.4,83.5,3.39,-1.51
900,12/7/2021,10.5,16.3,0.369,2.22,20.5,26.8,-31.8,10.9,6.39
2500,12/7/2021,17.7,7.87,20.1,15.5,22,41.7,-19.5,20.7,19.2
3400,12/7/2021,17.3,16.5,29.6,17.6,16,18.6,-2.6,18.2,20.4
3600,12/7/2021,12.4,10.7,-0.291,11,11.6,12.3,-16.9,13.2,14.1
4400,12/7/2021,14.9,-6.23,-40.9,-6.07,9.53,45.8,107,2.74,-0.498
900,12/8/2021,7.6,13.5,-1.65,0.794,16.3,20.4,-30.3,8.57,4.9
2500,12/8/2021,15.9,6.86,17.7,15.6,18.8,32.5,-22.3,20.1,20.8
3400,12/8/2021,13.7,13.4,35.7,14.4,11.5,14.9,-4.56,15,18.2
3600,12/8/2021,9.92,8.84,-0.783,8.73,7.56,11.9,-18.8,10.4,12.3
4400,12/8/2021,13.6,-8.06,-38.7,-1.47,7.29,30.8,115,3.55,2.2
900,12/9/2021,7.74,15.1,-5.46,0.53,22.4,20.9,-34.9,11.1,5.81
2500,12/9/2021,15.4,9.33,13.6,14.5,24.9,39.2,-25.8,22.2,19.8
3400,12/9/2021,13.8,14.5,33.2,14.9,16.4,16.2,-4.82,17.4,19
3600,12/9/2021,9.21,10.1,-4.2,8.11,13,12.5,-20.1,12.3,11.9
4400,12/9/2021,17.1,4.92,-29.9,1.08,11.5,30.4,92.2,6.59,4.36
900,12/10/2021,9.91,13.5,-1.36,3.92,18.7,19.3,-35,11.7,8.35
2500,12/10/2021,15.2,10,7.86,15.5,21.3,32.6,-25,22.1,22.4
3400,12/10/2021,15.8,15,37.2,18.6,15.8,14.7,-1.62,19.2,22.5
3600,12/10/2021,12.3,11.4,-0.293,12,13.9,14.7,-15.5,15,15.7
4400,12/10/2021,16.2,-3.13,-43.4,5.34,5.97,13.2,125,6.22,7.21
900,12/11/2021,10.8,13.7,-4.07,7.41,19,15.6,-34.5,14.4,12.2
2500,12/11/2021,16.4,9.95,4.01,19.5,22.1,34.3,-27.4,23.3,24
3400,12/11/2021,16.7,15.5,34.5,21.7,16.1,13.8,-0.738,21.5,26
3600,12/11/2021,13.6,12.2,-2.13,15.4,15.4,16.6,-13.5,17.3,18.5
4400,12/11/2021,19.9,-1.93,-46.7,11.1,10,-0.386,88.8,13.9,17.4
900,12/12/2021,11.3,13.7,-3.25,9,15.6,16.8,-32.9,14.1,13.4
2500,12/12/2021,16.7,10.5,-3.79,19.4,21.8,31,-25.7,24.3,26.2
3400,12/12/2021,16.3,16.1,30.9,22.7,13.6,13.3,-1.69,20.7,26.4
3600,12/12/2021,13.7,10.9,-5.54,16.7,14.5,17.1,-11.3,17.9,20.1
4400,12/12/2021,24.6,-2.69,-21.9,18.4,3.64,5.09,105,15.3,24.3
900,12/13/2021,10.9,12,0.72,9.86,13.8,13.6,-32.6,13.6,13.5
2500,12/13/2021,15.6,11.1,-7.09,19.6,20.7,22.5,-20.8,22.9,24.5
3400,12/13/2021,15.6,16.1,31.2,23,11.2,14,-2.76,19.7,26.4
3600,12/13/2021,13,11.9,-5.73,16.6,13,17,-10.6,16.8,19.5
4400,12/13/2021,18.7,-4.47,-46.8,14.7,-2.31,-15,81.7,9.13,18.1
900,12/14/2021,11,13.1,3.97,8.54,12,17,-30.2,12,12
2500,12/14/2021,16.5,12.6,-5.87,20.3,19,24.2,-14,23.2,26.3
3400,12/14/2021,15.3,16.4,28.8,20.4,8.59,12.9,0.705,18,25.4
3600,12/14/2021,12.9,12,-7.32,16.3,11,17,-9.52,15.9,19.2
4400,12/14/2021,16,-7.16,-51.6,13.3,-2.32,-28.1,87.2,10.3,20.8
900,12/15/2021,12.6,15.2,2.92,8.84,11.7,19,-31,11.6,11.7
2500,12/15/2021,18.2,14.3,-1.84,19.6,20,24,-11.6,23.4,25.9
3400,12/15/2021,16.9,17.4,28.2,20.7,9.07,14.6,1.03,18.3,25.6
3600,12/15/2021,14.2,12.7,-5.83,15.9,11.1,17.7,-7.59,15.7,18.9
4400,12/15/2021,16.2,-4.72,-41.4,12.6,-0.0463,-27.6,53.8,12.1,22.2
900,12/16/2021,11.1,15.2,-0.0673,6.84,6.46,21.7,-27.9,7.68,8.39
2500,12/16/2021,17.1,14.8,-8.68,17.5,17.3,16.8,-7.86,21,23.6
3400,12/16/2021,17.3,18.9,26.3,19.8,8.38,17.2,1.94,17.7,25.1
3600,12/16/2021,14.1,13.8,-1.41,14.8,8.61,18.8,-6.26,13.8,17.5
4400,12/16/2021,10.9,-5.46,-77.7,8.62,1.03,-29.2,32.9,10.6,18.5
900,12/17/2021,13.7,19.2,4.46,8.63,12.5,33.3,-27.6,11.7,11.4
2500,12/17/2021,19.4,15.6,-5.62,19.4,21.7,15.6,-2.39,23.1,24.1
3400,12/17/2021,17.4,18.9,25.5,19,10.3,20,1.69,17.9,24.1
3600,12/17/2021,14.7,14.6,-0.768,14.7,10.4,19.1,-4.95,14.4,17.3
4400,12/17/2021,12.1,-3.83,-73.5,7.9,6.7,-30,6.32,13.7,19.5
900,12/18/2021,11.5,15.8,2.56,5.21,8.97,34.5,-26,8.19,7.9
2500,12/18/2021,17.8,13.5,-6.82,14.6,18,14.5,3.31,20,21.5
3400,12/18/2021,16.8,16.7,26.2,17.2,9.6,21.1,2.6,16.3,21.8
3600,12/18/2021,14.4,12.7,-0.665,12.4,9.28,18.8,-4.59,13,15.7
4400,12/18/2021,4.73,-7.08,-66.4,-0.844,0.535,-20.3,49,4.17,7.29
900,12/19/2021,11.4,14,4.23,4.59,7.13,35,-27,7.45,7.68
2500,12/19/2021,17.5,12.2,-5.95,13.9,15.7,15.9,0.409,17.9,19.6
3400,12/19/2021,17,16.2,27.2,17,8.89,24.4,3.45,15.2,20.5
3600,12/19/2021,14,13.1,-0.308,12.2,6.95,23,-5.04,11.6,15
4400,12/19/2021,-0.882,-9.5,-65.4,-0.317,1.79,-14.2,14.4,4.95,7.73
900,12/20/2021,13.5,14.8,2.21,7.92,10.8,32.4,-26.9,11.3,11.5
2500,12/20/2021,19.9,11.5,-3.46,20.3,18.7,17.6,-3.97,22.2,24.9
3400,12/20/2021,19,14.1,23.6,21.7,12.8,29,2.32,19,24.2
3600,12/20/2021,16.9,12.2,-2.77,17.4,11.4,26.9,-4.56,16.5,20.2
4400,12/20/2021,1.46,-17.6,-61,4.62,10.2,-4.78,31.4,13,15.8
900,12/21/2021,16.1,15,2.58,12.5,15.6,31,-23.2,16,16.1
2500,12/21/2021,23.5,13.1,-1.76,26.5,25.4,22.7,-7.1,27.6,29.4
3400,12/21/2021,21.8,14.6,23.8,28.8,18.4,32.6,-0.76,24.4,29.7
3600,12/21/2021,19.9,13.2,-1.63,22.1,17.7,32.5,-4.77,21.6,24.5
4400,12/21/2021,4.12,-13.8,-57.4,8.24,13.1,3.63,-26,14.6,16.7
900,12/22/2021,19.1,13.6,3.06,16.6,23.2,29.7,-21.8,22.8,22.4
2500,12/22/2021,26.2,12.1,-2.65,31.5,33.8,29.2,-9.69,34,34.2
3400,12/22/2021,23.9,13.9,25,33.3,24.9,32.3,-2.08,29.4,33.7
3600,12/22/2021,22.3,13.7,-4.91,26.1,25.1,34.5,-5.85,27.2,28.9
4400,12/22/2021,9.8,-16.1,-55.9,5.65,18.1,10.8,-10.1,17,17
900,12/23/2021,17.1,7.12,-0.0107,14.6,22.3,21.6,-25,20.9,19.6
2500,12/23/2021,24.3,4.14,0.732,31.6,31.7,26.8,-17.5,32.6,33.2
3400,12/23/2021,20.9,7.02,18.8,31.7,22.2,27.7,-8.8,26.9,31.2
3600,12/23/2021,20.3,8.45,-16.9,26,24.2,35,-11.2,26.9,28.9
4400,12/23/2021,13,-21.9,-38.3,5.48,8.02,19.2,-5.57,14.4,20.6
900,12/24/2021,13.1,-4.21,-7.1,12.4,16.6,20.5,-22,19.6,21
2500,12/24/2021,19.2,-3.52,-10.2,32.7,25.8,26.4,-13.6,29.2,32
3400,12/24/2021,19.8,-0.134,16.1,35.2,21.1,33.7,-8.96,27.9,33.9
3600,12/24/2021,18.6,1.3,-18.5,28,23.3,43.8,-12.6,27.3,30.3
4400,12/24/2021,5.32,-25.8,-49.7,-1.24,1.98,27.5,-13.7,5.22,8.73
900,12/25/2021,22.4,-2.67,0.268,20.9,26.6,51.7,-24.9,27.4,27.6
2500,12/25/2021,25.3,-4.08,-5.25,40,33.2,49.4,-20,35.9,38.5
3400,12/25/2021,24.2,-4.09,16.1,39.3,25,52.3,-9.66,31.8,38
3600,12/25/2021,23.6,0.304,-15,32.9,28.4,61.7,-11.4,31.6,34.2
4400,12/25/2021,19.8,-28.9,-49.9,13.9,17.3,35.8,-3.58,23,29.3
900,12/26/2021,17.1,-6.29,-8.03,20.6,27.2,32.5,-26.3,26.4,25.9
2500,12/26/2021,23.4,-5.03,-2.78,42.3,34.5,43.5,-25.2,36.9,39.4
3400,12/26/2021,22.4,-6.01,16.7,41.8,28.2,39.9,-13.3,34.3,40.2
3600,12/26/2021,22,-2.26,-17.4,34.9,32.3,55.4,-16.1,34.3,36.1
4400,12/26/2021,18.3,-28.5,-40.7,10,11.5,44.2,9.83,17.3,23.8
900,12/27/2021,18.2,-3.31,-6.96,20.9,30.2,24.9,-28.9,28,26.5
2500,12/27/2021,25.5,-2,-4.65,41.9,39,43.4,-28.8,40.3,42.2
3400,12/27/2021,23.7,-2.31,22.8,43.2,29.9,34.9,-15.5,36.4,42.9
3600,12/27/2021,22.5,-0.0619,-15,35.4,32.8,53.3,-20.6,35.5,38.3
4400,12/27/2021,23.7,-25.9,-41,15.3,13.8,23.2,54.8,22.4,31.9
900,12/28/2021,20.2,0.333,-5.22,23.5,35.3,25.9,-35.8,31.8,29.5
2500,12/28/2021,28.3,1.09,-5.88,44.7,41.9,49.1,-31.1,44.2,47.3
3400,12/28/2021,27.1,2.38,31.7,48.6,34,36.2,-16.3,41.5,49.1
3600,12/28/2021,25.2,2.54,-12.3,40.2,35,49.5,-20.5,39.6,44.4
4400,12/28/2021,29.7,-28.1,-46.6,15,19.8,10.4,62,28.8,39
900,12/29/2021,21.9,6.25,-4.16,26.7,35.6,25.9,-39.1,32.7,30.7
2500,12/29/2021,30.8,5.03,-8.2,49.6,39.8,49.4,-31.9,46.7,54.1
3400,12/29/2021,30.1,5.97,36.6,54.2,34.7,35.1,-18.4,44.8,54.8
3600,12/29/2021,27.4,4.37,-9.86,45.5,33.9,51.9,-25.5,42.3,50.2
4400,12/29/2021,34.2,-26.2,-47.6,25.2,12.5,2.05,74.5,32.5,53
900,12/30/2021,25.5,12.3,0.353,33,48.9,22.3,-45.3,40.9,35.6
2500,12/30/2021,38.3,8.9,-2.24,56.7,50.6,48.1,-36.8,56.7,63.6
3400,12/30/2021,33,9.4,45.1,58.7,38.7,28.3,-23.3,48.5,58.5
3600,12/30/2021,30.4,7.05,-12.3,49.7,37.7,49.6,-32,47.5,56.9
4400,12/30/2021,43.6,-29.2,-25.1,35.9,21,21.4,102,43.2,66.6
900,12/31/2021,18.5,5.06,-1.86,30.1,33.3,8.45,-53.7,33.4,32.9
2500,12/31/2021,34.2,4.17,-10.2,56.8,40,51.3,-43.8,51.6,64.5
3400,12/31/2021,31.4,4.6,50,62.7,30.4,28.2,-28.1,47.5,64.4
3600,12/31/2021,28,1.82,-10.2,54.8,29.2,48.8,-37.7,45.2,60.4
4400,12/31/2021,39.3,-31.3,-34.9,35.2,13.1,31.7,75.8,38.2,65.6
900,1/1/2022,12.8,-0.0947,-2.24,17,14.8,28.5,-23.7,17.2,18.8
2500,1/1/2022,18.4,2.66,-13.6,29,15.5,44,-15.6,23.7,32.5
3400,1/1/2022,15.2,-3.22,10.6,29.9,8.33,28.7,-13.1,19.7,30.7
3600,1/1/2022,13.2,-3.21,-16.3,26.4,8.18,46.8,-13.7,19.7,30.5
4400,1/1/2022,28.4,-21.9,-40.4,29.8,4.84,64.4,36,24.2,43.1
900,1/2/2022,12.2,14.2,-2.71,22.6,24,7.24,-32.7,24.1,24.3
2500,1/2/2022,21.9,11.6,-6.58,33.1,25.8,23.3,-21.6,32.6,40.5
3400,1/2/2022,18.1,10.4,20.4,37.7,19.5,6.72,-22.5,28.9,38.8
3600,1/2/2022,14.7,8.25,-12.5,31.4,15.9,17.6,-20.6,26.2,36.5
4400,1/2/2022,23.9,-6.04,-41.8,31.4,16.6,-8.76,42.3,29.9,43.7
900,1/3/2022,12.6,14.9,-3.07,25.1,26.2,6.92,-34.2,25.9,25.8
2500,1/3/2022,24.6,17.5,-4.56,38.2,28,22.6,-24.4,35.2,43.7
3400,1/3/2022,19.2,13.4,25.1,38.3,20.2,3.87,-19.9,29.4,38.9
3600,1/3/2022,17.6,12.2,-12.7,34.4,18.6,16.4,-20.6,28.9,39
4400,1/3/2022,21.4,-0.561,-41.1,30.4,17.7,-20.8,19.3,29.5,42
900,1/4/2022,12.1,16.5,-5.9,26.6,28.1,3.28,-38,28.3,28.5
2500,1/4/2022,23.6,15.5,-7.11,41.9,30.8,13.5,-28.8,37.9,46.1
3400,1/4/2022,16.9,13.4,23.4,38.1,21.1,-5.39,-25.5,29.3,38
3600,1/4/2022,16.2,11.4,-13,36.2,20.5,10.4,-26.8,30.1,39.6
4400,1/4/2022,21,-1.9,-34.1,34.5,13.9,-25.5,9.14,27.5,41.4
900,1/5/2022,9.18,12.2,-8.99,21.3,26,4.3,-37.3,23.4,21.7
2500,1/5/2022,20.9,8.25,-8.29,35.5,30.2,11.9,-33.2,34.7,40.5
3400,1/5/2022,14.3,8.97,20.3,33.6,18.9,-2.62,-26.2,25.3,32.5
3600,1/5/2022,13.9,6.11,-17,31.9,18,7.72,-26,25.9,34.1
4400,1/5/2022,16.1,-7.02,-48.5,31.6,17.5,-20.9,27.8,26.6,36.5
900,1/6/2022,17.2,13.4,-3.66,20,31.7,23.4,-31.8,25.1,20.7
2500,1/6/2022,23.8,6.01,-5.07,30,27.6,27.4,-32.7,32.3,38.3
3400,1/6/2022,19,8.04,21.9,29.4,20.3,14.1,-20.5,24.6,29.8
3600,1/6/2022,18.5,4.53,-17.9,29.2,17.3,20.6,-21,24.7,32.4
4400,1/6/2022,21.9,-7.67,-39.3,24.6,20.4,-11.4,41.1,28.9,38.1
900,1/7/2022,10.8,3.05,-12.8,13.3,19.8,14.1,-35.2,15.9,13.1
2500,1/7/2022,19,-1.6,-13.4,23.8,17.4,22.3,-32.1,25.8,35.5
3400,1/7/2022,16.7,4.78,20.6,27.7,15.6,10.6,-23,21.4,27.6
3600,1/7/2022,17.7,0.889,-21.7,27.8,12.5,21.5,-22.2,22,31.3
4400,1/7/2022,12.5,-10,-32.2,16.9,9.33,-28.1,27.3,20.1,31.7
900,1/8/2022,11.7,3.83,-12.2,17.2,22.3,14.1,-36.6,19.6,17.4
2500,1/8/2022,20.8,0.828,-13.2,29.1,22.1,19.4,-35.9,30.1,39.7
3400,1/8/2022,17.2,5.89,21.1,29.5,17.8,10.1,-26.2,23.7,29.8
3600,1/8/2022,18.5,3.39,-19.2,30.7,14.3,21,-22.8,24,33.3
4400,1/8/2022,14,-14.2,-20,30,12,-34.1,30.8,29.1,47.1
900,1/9/2022,14.8,4.61,-9.39,19,24.7,15.5,-29.6,21.3,18.7
2500,1/9/2022,22.8,1.02,-16.8,32.8,25.3,22.5,-30.3,33.1,42.3
3400,1/9/2022,19.1,5.68,25.7,30.2,18.2,14.7,-18.5,24.3,30.3
3600,1/9/2022,20.9,2.21,-12,32.8,16.6,25.3,-20.4,26,35.1
4400,1/9/2022,16.2,-21.9,-27,26.3,14.4,-30.6,29.2,28.3,43.2
900,1/10/2022,15.7,5.42,-9.39,20.1,25.2,23.3,-33.1,21.6,18.8
2500,1/10/2022,23.2,0.391,-16.7,33.3,25.4,25,-30.1,33.7,43.5
3400,1/10/2022,19.7,5.86,26,32,19.8,16.5,-21.7,26,32.2
3600,1/10/2022,20.3,1.85,-10.7,33,16.9,27,-20.5,25.7,34.1
4400,1/10/2022,20.9,-19.7,-30.7,26.1,11.8,-22.9,39.3,25.1,39.5
900,1/11/2022,14.2,5.19,-9.2,21,23.3,17.2,-30.6,19.7,17
2500,1/11/2022,21.3,-0.716,-13.9,31.8,23.4,23.5,-29.6,31.9,42
3400,1/11/2022,19,4.05,26.2,32.2,18,20.5,-18.5,25.3,32.4
3600,1/11/2022,19,1.26,-8.66,32.2,14.7,27.7,-21.2,24.2,33.3
4400,1/11/2022,8.03,-18.8,-38.4,31.9,13.8,-24,60.6,28.8,45.2
900,1/12/2022,14,3.15,-9.19,20.1,23,20,-34,19.9,17.5
2500,1/12/2022,19,-1.63,-16.7,29.5,20.1,21.2,-30.1,27.7,36.7
3400,1/12/2022,17.4,3.25,27.1,29.9,15.2,19.8,-20.3,22.9,30.4
3600,1/12/2022,17.9,1.31,-2.98,31.2,13.1,26.3,-22.1,22.8,32.1
4400,1/12/2022,4.85,-22.9,-24.9,26.1,9.42,-27.4,48.7,22.6,36.8
900,1/13/2022,12.2,4.71,-9.17,16.9,18.1,19,-38.6,17.4,16.9
2500,1/13/2022,17.8,-0.941,-15.1,28.3,17.1,21.7,-29.9,25.2,34.8
3400,1/13/2022,16.5,3.9,32.5,31,14.9,17.5,-21.3,23,30.9
3600,1/13/2022,17.3,2.01,-0.469,29.9,13,22.2,-22.2,22.4,31.3
4400,1/13/2022,2.02,-22.1,-30,27.5,6.5,-25.1,39.4,19,32.3
900,1/14/2022,17.5,12.2,-0.95,21.6,27.6,21.1,-35.2,24.3,21.9
2500,1/14/2022,23.4,6.61,-3.18,34.7,27.6,26.4,-30.5,31.9,37.1
3400,1/14/2022,21.3,8.86,42.1,35.4,22,20.9,-19.3,28.8,35.4
3600,1/14/2022,20.3,5.72,10.9,33.6,20.4,22.6,-22.9,27.4,34.1
4400,1/14/2022,10.7,-19.4,-34.7,34,17.7,-15.7,67.6,28,38.8
900,1/15/2022,16.7,12.5,2.43,20.7,25.6,18.7,-34.9,22.4,20
2500,1/15/2022,23.2,8.05,2.58,32.3,27.2,27.8,-26.7,31.3,36.2
3400,1/15/2022,21.8,12.1,48.5,36.2,23.3,18.8,-16.7,29.2,35
3600,1/15/2022,20.1,6.71,14.8,33.1,20.9,19.5,-22.5,27.2,33.2
4400,1/15/2022,11.6,-16.7,-11.2,31.6,18.2,-16.7,60,27.9,38.2
900,1/16/2022,17.2,15.9,4.56,21.6,28,18.6,-36.1,23.8,20.6
2500,1/16/2022,23.5,13,5.31,33.2,27.6,23.6,-25.6,31.7,36.6
3400,1/16/2022,21.4,14.7,52.2,36.4,24.3,15.7,-17.2,30.1,35.9
3600,1/16/2022,20.4,9.88,15.2,33.3,23.1,16.6,-21.9,28.8,34.2
4400,1/16/2022,11.6,-6.81,7.07,29.4,17.9,-15.3,66.7,27.5,37.5
900,1/17/2022,24.6,34.9,17,31.8,32.6,21.8,-31.8,30.9,29.8
2500,1/17/2022,28.7,19.6,21,40.7,30,14.5,-14.6,37,45.4
3400,1/17/2022,26.3,22.5,62,42.1,28.7,21.9,-12.8,34.4,40
3600,1/17/2022,24.6,16.3,23.8,36.1,24,11.5,-7.67,31.5,38.6
4400,1/17/2022,19.1,-0.961,75.7,39.9,17.7,-21.2,93.4,33.6,50.6
900,1/18/2022,15.6,16.6,6.27,17.1,21.2,24.9,-36.5,19.8,18.8
2500,1/18/2022,21.8,12.9,9.93,27.9,19.6,22.2,-24.8,26.1,33.9
3400,1/18/2022,21.7,15.7,58.6,36.2,20.9,19.6,-16.7,28.5,36.1
3600,1/18/2022,18,8.27,14.3,28.7,14.6,15.8,-20.3,22.3,29.9
4400,1/18/2022,15.5,-5.93,25,21.1,13.5,-23.1,53.9,23.1,33.2
900,1/19/2022,16.6,19.9,11.6,17.3,20,22.2,-31.5,18.7,17.6
2500,1/19/2022,22.7,11.5,19.4,28.3,19.1,27.5,-20.6,25.9,34.5
3400,1/19/2022,24.7,17.9,65.1,39.4,23.8,19,-14,31.6,39.3
3600,1/19/2022,20,9.6,12.9,30.2,15.5,17.5,-17.3,23.7,31.8
4400,1/19/2022,18,-3.1,31.1,26.2,12.1,-21.8,45.5,27.7,44.4
900,1/20/2022,20.7,24.6,13.5,24.8,28.9,18.3,-24.8,25.8,23.3
2500,1/20/2022,27.9,14.8,28.7,35.3,29.7,26.8,-15.3,34.7,40.5
3400,1/20/2022,25.9,18.5,60.7,39.5,26.6,19.7,-11.9,32.8,38.9
3600,1/20/2022,23.5,11.7,15.5,34.3,22.9,21.7,-15.7,29.7,36.1
4400,1/20/2022,20.5,-2.9,49.4,30.5,16.2,-8.85,42.5,32.1,48.9
900,1/21/2022,23.1,28.5,13.2,26.3,30.2,24.2,-28.6,27,24.4
2500,1/21/2022,28,12.6,22.6,34.5,27.9,33.3,-17.4,33.3,39.7
3400,1/21/2022,23.9,13.5,54.5,35.2,23.2,20.5,-15.5,29.2,35
3600,1/21/2022,23.7,10.6,10.2,30.8,19.9,23,-10.9,27,33.8
4400,1/21/2022,21.4,-3.01,78.5,26,13.5,-7.24,10.7,33.1,53.9
900,1/22/2022,19,24.3,10.8,23.1,23.9,15.7,-26.7,24.4,24.9
2500,1/22/2022,26.5,14.1,22.5,35.3,26.9,26.7,-18.3,32.9,39.9
3400,1/22/2022,21.7,12.8,55.2,35.6,21.3,14.1,-16.2,28.5,35.5
3600,1/22/2022,21.5,11.4,8.88,32.5,18.8,19.3,-16.6,26.7,34.2
4400,1/22/2022,18.4,-2.77,8.15,23.4,13.7,-5.64,8.9,29.5,46
900,1/23/2022,17.7,24,9.78,23,22.8,16.9,-26.2,23.6,24.1
2500,1/23/2022,25.2,12.7,13.7,34,27.6,24.6,-25.2,31.8,36.6
3400,1/23/2022,21.1,12.1,53.7,35.1,20.7,11.8,-17.2,27.9,35
3600,1/23/2022,20.3,10.5,8.84,30.8,17,16.5,-15.2,24.7,32.1
4400,1/23/2022,18.2,-3.7,12.8,18,14.2,-4.04,26.7,29.8,45.9
900,1/24/2022,20.7,28.2,7.95,29.4,28.5,13.6,-20.4,30.4,31.9
2500,1/24/2022,26.6,13.9,15.9,39,32.3,24.6,-23.3,36,40
3400,1/24/2022,24.3,15.3,48.4,39.9,26.5,10,-17.8,32.7,38.6
3600,1/24/2022,22.3,14.2,11.9,35.4,23.4,18.9,-19.7,30.2,36.6
4400,1/24/2022,21.3,-2.27,27,22.8,21.6,2.29,25.6,36.8,52.9
900,1/25/2022,20,26.3,8.74,32.1,30.2,5.09,-21.1,31.6,32.8
2500,1/25/2022,26.1,15.7,1.55,41.6,36.9,24.5,-23.7,38.6,40.4
3400,1/25/2022,23.2,15,41.7,40.2,26.2,11.1,-18.8,32.9,39.3
3600,1/25/2022,22.6,15.7,10.4,36.9,27,15.2,-20.8,33.1,39
4400,1/25/2022,22.3,-1.52,4.41,26.7,24.4,25.7,34.4,36.6,49.2
900,1/26/2022,19.1,24.1,3.29,31.5,33.3,7.74,-25.9,33.5,33.7
2500,1/26/2022,27,17.6,-6.68,42.2,42.6,30.1,-28.3,43.2,43.8
3400,1/26/2022,21.5,14.7,35.9,38.9,27.2,11.7,-16.5,32.7,38.2
3600,1/26/2022,20,12.6,5.6,34.4,25.8,16,-21.7,31.6,37.3
4400,1/26/2022,19.7,-4.84,5.58,25.5,32.2,35,25.8,39.6,47.4
900,1/27/2022,17.1,19.5,2.6,26.8,29.7,11.1,-28.8,30.1,30.4
2500,1/27/2022,23.3,13.8,-15,35.8,34.4,31.2,-31.1,36.3,38.6
3400,1/27/2022,21.6,14.6,33,39.2,26.8,10.9,-15.3,33,39.4
3600,1/27/2022,17,11.5,2.37,31.4,18.9,18.5,-23.9,26.8,34.7
4400,1/27/2022,20.9,-5.65,13.1,22.3,35.1,21.3,32.9,43,51.4
900,1/28/2022,18.3,21.1,3.24,29.2,38.3,6.52,-30.5,34.8,31.7
2500,1/28/2022,25,17.3,-21.1,38.2,42.7,35.1,-31.8,42.6,42.8
3400,1/28/2022,23.7,18,25.1,41.8,35.6,7.47,-12.2,38.7,42.3
3600,1/28/2022,17.2,12.5,-0.0897,32.5,22.4,14.9,-23.6,29.4,36.7
4400,1/28/2022,22.4,-3.23,2.59,31.3,42.9,34.8,53.2,48.6,55.1
900,1/29/2022,13.6,14.2,1.99,21.9,27.7,7.5,-25.4,25.1,22.9
2500,1/29/2022,17.9,9,-18.2,27.9,28.3,34,-31.6,30,32.3
3400,1/29/2022,18.8,13.1,18.7,33.6,24.1,6.44,-10.9,29.2,34.8
3600,1/29/2022,14.7,11.3,-7.21,29.9,16,14.9,-24.8,24.8,34
4400,1/29/2022,13.2,-16.8,7.53,21.8,28.4,26.7,45.7,37.4,47.2
900,1/30/2022,14.6,11,6.66,24,26.1,10.3,-30.8,25,24
